question message,Q,A
"Difficulty: Easy
Key Word: Soul Sand
Question: What effect does Soul Sand have on players when walked upon?
Options: 
A. Speeds them up 
B. Slows them down 
C. Causes damage 
D. Launches them into the air
Correct Answer: B","Question: What effect does Soul Sand have on players when walked upon?
Options: 
A. Speeds them up 
B. Slows them down 
C. Causes damage 
D. Launches them into the air",B
"Difficulty: Medium
Key Word: Soul Sand
Question: Which plant can be grown specifically on Soul Sand?
Options: 
A. Wheat 
B. Carrots 
C. Nether Wart 
D. Potatoes
Correct Answer: C","Question: Which plant can be grown specifically on Soul Sand?
Options: 
A. Wheat 
B. Carrots 
C. Nether Wart 
D. Potatoes",C
"Difficulty: Hard
Key Word: Soul Sand
Question: What is a unique feature of Soul Sand in relation to water?
Options: 
A. It creates a source block 
B. It bubbles and creates lift 
C. It turns water into ice 
D. It removes water
Correct Answer: B","Question: What is a unique feature of Soul Sand in relation to water?
Options: 
A. It creates a source block 
B. It bubbles and creates lift 
C. It turns water into ice 
D. It removes water",B
"Difficulty: Medium
Key Word: Soul Sand
Question: What is the primary use of Soul Sand in potion brewing?
Options: 
A. Base ingredient 
B. Fuel 
C. Growing Nether Wart 
D. Creating splash potions
Correct Answer: C","Question: What is the primary use of Soul Sand in potion brewing?
Options: 
A. Base ingredient 
B. Fuel 
C. Growing Nether Wart 
D. Creating splash potions",C
"Difficulty: Hard
Key Word: Soul Sand
Question: Which of these mobs is commonly associated with Soul Sand structures in the Nether?
Options: 
A. Ghasts 
B. Striders 
C. Wither Skeletons 
D. Piglins
Correct Answer: C","Question: Which of these mobs is commonly associated with Soul Sand structures in the Nether?
Options: 
A. Ghasts 
B. Striders 
C. Wither Skeletons 
D. Piglins",C
"Difficulty: Easy
Key Word: Soul Sand Valley
Question: Which biome is characterized by large patches of Soul Sand and Soul Soil?
Options: 
A. Warped Forest 
B. Basalt Deltas 
C. Soul Sand Valley 
D. Crimson Forest
Correct Answer: C","Question: Which biome is characterized by large patches of Soul Sand and Soul Soil?
Options: 
A. Warped Forest 
B. Basalt Deltas 
C. Soul Sand Valley 
D. Crimson Forest",C
"Difficulty: Medium
Key Word: Soul Sand Valley
Question: What is the primary visual characteristic of the Soul Sand Valley biome?
Options: 
A. Dense vegetation 
B. Blue fog and fire 
C. Lava lakes 
D. Red mushrooms
Correct Answer: B","Question: What is the primary visual characteristic of the Soul Sand Valley biome?
Options: 
A. Dense vegetation 
B. Blue fog and fire 
C. Lava lakes 
D. Red mushrooms",B
"Difficulty: Easy
Key Word: Space Planning
Question: What is the primary purpose of space planning in Minecraft?
Options:
A. To organize inventory items
B. To design efficient and functional building layouts
C. To plan PvP strategies
D. To manage resource collection
Correct Answer: B","Question: What is the primary purpose of space planning in Minecraft?
Options:
A. To organize inventory items
B. To design efficient and functional building layouts
C. To plan PvP strategies
D. To manage resource collection",B
"Difficulty: Medium
Key Word: Space Planning
Question: Which feature is crucial for effective space planning in Minecraft when designing a base?
Options:
A. Redstone contraptions
B. Accessibility and connectivity between rooms
C. High ceilings
D. Decorative elements
Correct Answer: B","Question: Which feature is crucial for effective space planning in Minecraft when designing a base?
Options:
A. Redstone contraptions
B. Accessibility and connectivity between rooms
C. High ceilings
D. Decorative elements",B
"Difficulty: Hard
Key Word: Space Planning
Question: When planning storage space in Minecraft, what is the most efficient pattern to use for chests?
Options:
A. Random placement
B. Stacking chests vertically
C. Arranging chests in a grid pattern with alternating gaps
D. Placing chests in a line
Correct Answer: C","Question: When planning storage space in Minecraft, what is the most efficient pattern to use for chests?
Options:
A. Random placement
B. Stacking chests vertically
C. Arranging chests in a grid pattern with alternating gaps
D. Placing chests in a line",C
"Difficulty: Medium
Key Word: Space Planning
Question: In space planning for a large Minecraft farm, which of the following is least important?
Options:
A. Water distribution
B. Crop rotation
C. Light levels
D. Layout symmetry
Correct Answer: D","Question: In space planning for a large Minecraft farm, which of the following is least important?
Options:
A. Water distribution
B. Crop rotation
C. Light levels
D. Layout symmetry",D
"Difficulty: Hard
Key Word: Space Planning
Question: For an optimal enchanting setup in Minecraft, how many bookshelves are required to achieve the highest enchantment level?
Options:
A. 10
B. 12
C. 15
D. 18
Correct Answer: C","Question: For an optimal enchanting setup in Minecraft, how many bookshelves are required to achieve the highest enchantment level?
Options:
A. 10
B. 12
C. 15
D. 18",C
"Difficulty: Easy
Key Word: Spectral Arrow
Question: What unique effect does a Spectral Arrow have when it hits a target in Minecraft?
Options:
A. Sets the target on fire
B. Makes the target glow
C. Inflicts poison on the target
D. Freezes the target
Correct Answer: B","Question: What unique effect does a Spectral Arrow have when it hits a target in Minecraft?
Options:
A. Sets the target on fire
B. Makes the target glow
C. Inflicts poison on the target
D. Freezes the target",B
"Difficulty: Medium
Key Word: Spectral Arrow
Question: How do you craft a Spectral Arrow in Minecraft?
Options:
A. Arrow surrounded by glowstone dust
B. Arrow surrounded by redstone dust
C. Arrow surrounded by gunpowder
D. Arrow surrounded by blaze powder
Correct Answer: A","Question: How do you craft a Spectral Arrow in Minecraft?
Options:
A. Arrow surrounded by glowstone dust
B. Arrow surrounded by redstone dust
C. Arrow surrounded by gunpowder
D. Arrow surrounded by blaze powder",A
"Difficulty: Hard
Key Word: Spectral Arrow
Question: How long does the glowing effect from a Spectral Arrow last on the target in Minecraft?
Options:
A. 5 seconds
B. 10 seconds
C. 15 seconds
D. 20 seconds
Correct Answer: D","Question: How long does the glowing effect from a Spectral Arrow last on the target in Minecraft?
Options:
A. 5 seconds
B. 10 seconds
C. 15 seconds
D. 20 seconds",D
"Difficulty: Medium
Key Word: Spectral Arrow
Question: Which of the following mobs will NOT drop arrows when killed by a spectral arrow?
Options:
A. Skeleton
B. Stray
C. Pillager
D. Spider
Correct Answer: D","Question: Which of the following mobs will NOT drop arrows when killed by a spectral arrow?
Options:
A. Skeleton
B. Stray
C. Pillager
D. Spider",D
"Difficulty: Hard
Key Word: Spectral Arrow
Question: Which potion effect, if any, can be combined with a Spectral Arrow to create a compound effect?
Options:
A. Poison
B. Weakness
C. Slowness
D. None
Correct Answer: D","Question: Which potion effect, if any, can be combined with a Spectral Arrow to create a compound effect?
Options:
A. Poison
B. Weakness
C. Slowness
D. None",D
"Difficulty: Easy
Key Word: Spider
Question: What type of mob is a Spider in Minecraft?
Options:
A. Passive
B. Neutral
C. Hostile
D. Boss
Correct Answer: B","Question: What type of mob is a Spider in Minecraft?
Options:
A. Passive
B. Neutral
C. Hostile
D. Boss",B
"Difficulty: Medium
Key Word: Spider
Question: What unique ability do Spiders have that differentiates them from most other mobs in Minecraft?
Options:
A. They can fly
B. They can climb walls
C. They can dig tunnels
D. They can teleport
Correct Answer: B","Question: What unique ability do Spiders have that differentiates them from most other mobs in Minecraft?
Options:
A. They can fly
B. They can climb walls
C. They can dig tunnels
D. They can teleport",B
"Difficulty: Hard
Key Word: Spider
Question: Which biome is the least likely to spawn Spiders in Minecraft?
Options:
A. Desert
B. Forest
C. Mushroom Fields
D. Plains
Correct Answer: C","Question: Which biome is the least likely to spawn Spiders in Minecraft?
Options:
A. Desert
B. Forest
C. Mushroom Fields
D. Plains",C
"Difficulty: Medium
Key Word: Spider
Question: How many eyes does a Minecraft Spider have?
Options:
A. 2
B. 4
C. 6
D. 8
Correct Answer: D","Question: How many eyes does a Minecraft Spider have?
Options:
A. 2
B. 4
C. 6
D. 8",D
"Difficulty: Hard
Key Word: Spider
Question: What is the chance for a Spider to spawn with a Skeleton jockey in Minecraft?
Options:
A. 0.5%
B. 1%
C. 2%
D. 5%
Correct Answer: A","Question: What is the chance for a Spider to spawn with a Skeleton jockey in Minecraft?
Options:
A. 0.5%
B. 1%
C. 2%
D. 5%",A
"Difficulty: Easy
Key Word: Splash Potion
Question: What is the primary use of a Splash Potion in Minecraft?
Options:
A. To drink for personal effects
B. To throw and affect multiple entities
C. To use as a crafting ingredient
D. To enchant weapons
Correct Answer: B","Question: What is the primary use of a Splash Potion in Minecraft?
Options:
A. To drink for personal effects
B. To throw and affect multiple entities
C. To use as a crafting ingredient
D. To enchant weapons",B
"Difficulty: Medium
Key Word: Splash Potion
Question: How do you convert a regular potion into a Splash Potion?
Options:
A. Add redstone dust to the potion
B. Add gunpowder to the potion
C. Add glowstone dust to the potion
D. Add a fermented spider eye to the potion
Correct Answer: B","Question: How do you convert a regular potion into a Splash Potion?
Options:
A. Add redstone dust to the potion
B. Add gunpowder to the potion
C. Add glowstone dust to the potion
D. Add a fermented spider eye to the potion",B
"Difficulty: Easy
Key Word: Spruce
Question: What type of tree does spruce wood come from in Minecraft?
Options: 
A. Oak 
B. Birch 
C. Spruce 
D. Jungle
Correct Answer: C","Question: What type of tree does spruce wood come from in Minecraft?
Options: 
A. Oak 
B. Birch 
C. Spruce 
D. Jungle",C
"Difficulty: Medium
Key Word: Spruce
Question: Which biome is most commonly associated with spruce trees in Minecraft?
Options: 
A. Desert 
B. Taiga 
C. Plains 
D. Swamp
Correct Answer: B","Question: Which biome is most commonly associated with spruce trees in Minecraft?
Options: 
A. Desert 
B. Taiga 
C. Plains 
D. Swamp",B
"Difficulty: Hard
Key Word: Spruce
Question: What is the minimum light level required for a spruce tree sapling to grow?
Options: 
A. 8 
B. 10 
C. 12 
D. 14
Correct Answer: A","Question: What is the minimum light level required for a spruce tree sapling to grow?
Options: 
A. 8 
B. 10 
C. 12 
D. 14",A
"Difficulty: Medium
Key Word: Spruce
Question: Which of the following items cannot be crafted using spruce wood?
Options: 
A. Spruce Boat 
B. Spruce Door 
C. Spruce Fence 
D. Spruce Chest
Correct Answer: D","Question: Which of the following items cannot be crafted using spruce wood?
Options: 
A. Spruce Boat 
B. Spruce Door 
C. Spruce Fence 
D. Spruce Chest",D
"Difficulty: Medium
Key Word: Spruce
Question: How many spruce planks are required to craft a spruce pressure plate in Minecraft?
Options: 
A. 1 
B. 2 
C. 3 
D. 4
Correct Answer: B","Question: How many spruce planks are required to craft a spruce pressure plate in Minecraft?
Options: 
A. 1 
B. 2 
C. 3 
D. 4",B
"Difficulty: Easy
Key Word: Spyglass
Question: What material is required to craft a spyglass in Minecraft?
Options: 
A. Iron Ingot 
B. Copper Ingot 
C. Gold Ingot 
D. Diamond
Correct Answer: B","Question: What material is required to craft a spyglass in Minecraft?
Options: 
A. Iron Ingot 
B. Copper Ingot 
C. Gold Ingot 
D. Diamond",B
"Difficulty: Medium
Key Word: Spyglass
Question: Which additional item is needed along with copper ingots to craft a spyglass?
Options: 
A. Stick 
B. Glass Pane 
C. Amethyst Shard 
D. Redstone
Correct Answer: C","Question: Which additional item is needed along with copper ingots to craft a spyglass?
Options: 
A. Stick 
B. Glass Pane 
C. Amethyst Shard 
D. Redstone",C
"Difficulty: Hard
Key Word: Spyglass
Question: How many copper ingots are required to craft a spyglass in Minecraft?
Options: 
A. 1 
B. 2 
C. 3 
D. 4
Correct Answer: B","Question: How many copper ingots are required to craft a spyglass in Minecraft?
Options: 
A. 1 
B. 2 
C. 3 
D. 4",B
"Difficulty: Medium
Key Word: Spyglass
Question: When using a spyglass, what effect does it mimic in Minecraft?
Options: 
A. Zooming In 
B. Night Vision 
C. Slow Motion 
D. Speed Boost
Correct Answer: A","Question: When using a spyglass, what effect does it mimic in Minecraft?
Options: 
A. Zooming In 
B. Night Vision 
C. Slow Motion 
D. Speed Boost",A
"Difficulty: Hard
Key Word: Spyglass
Question: In which update was the spyglass introduced to Minecraft?
Options: 
A. 1.16 
B. 1.17 
C. 1.18 
D. 1.19
Correct Answer: B","Question: In which update was the spyglass introduced to Minecraft?
Options: 
A. 1.16 
B. 1.17 
C. 1.18 
D. 1.19",B
"Difficulty: Easy
Key Word: Squid
Question: What item does a squid drop when killed in Minecraft?
Options: 
A. Ink Sac 
B. Bone 
C. Leather 
D. Fish
Correct Answer: A","Question: What item does a squid drop when killed in Minecraft?
Options: 
A. Ink Sac 
B. Bone 
C. Leather 
D. Fish",A
"Difficulty: Medium
Key Word: Squid
Question: Squids are found in which type of water in Minecraft?
Options: 
A. Freshwater 
B. Saltwater 
C. Both Freshwater and Saltwater 
D. Neither
Correct Answer: C","Question: Squids are found in which type of water in Minecraft?
Options: 
A. Freshwater 
B. Saltwater 
C. Both Freshwater and Saltwater 
D. Neither",C
"Difficulty: Hard
Key Word: Squid
Question: What is the unique ability of glow squids compared to regular squids in Minecraft?
Options: 
A. They can fly 
B. They emit light 
C. They drop diamonds 
D. They have more health
Correct Answer: B","Question: What is the unique ability of glow squids compared to regular squids in Minecraft?
Options: 
A. They can fly 
B. They emit light 
C. They drop diamonds 
D. They have more health",B
"Difficulty: Medium
Key Word: Squid
Question: How many tentacles does a squid have in Minecraft?
Options: 
A. 6 
B. 8 
C. 10 
D. 12
Correct Answer: B","Question: How many tentacles does a squid have in Minecraft?
Options: 
A. 6 
B. 8 
C. 10 
D. 12",B
"Difficulty: Hard
Key Word: Squid
Question: Which of the following enchantments does not affect the rate at which you can kill a squid?
Options: 
A. Sharpness 
B. Smite 
C. Looting 
D. Impaling
Correct Answer: B","Question: Which of the following enchantments does not affect the rate at which you can kill a squid?
Options: 
A. Sharpness 
B. Smite 
C. Looting 
D. Impaling",B
"Difficulty: Easy
Key Word: Staircases
Question: What is the primary material needed to craft wooden staircases in Minecraft?
Options: 
A. Sticks 
B. Planks 
C. Logs 
D. Stone
Correct Answer: B","Question: What is the primary material needed to craft wooden staircases in Minecraft?
Options: 
A. Sticks 
B. Planks 
C. Logs 
D. Stone",B
"Difficulty: Medium
Key Word: Staircases
Question: How many blocks of the primary material are needed to craft 4 staircases in Minecraft?
Options: 
A. 3 
B. 4 
C. 6 
D. 8
Correct Answer: C","Question: How many blocks of the primary material are needed to craft 4 staircases in Minecraft?
Options: 
A. 3 
B. 4 
C. 6 
D. 8",C
"Difficulty: Hard
Key Word: Staircases
Question: Which of the following is NOT a type of staircase that can be crafted in Minecraft?
Options: 
A. Granite 
B. Diorite 
C. Andesite 
D. Obsidian
Correct Answer: D","Question: Which of the following is NOT a type of staircase that can be crafted in Minecraft?
Options: 
A. Granite 
B. Diorite 
C. Andesite 
D. Obsidian",D
"Difficulty: Medium
Key Word: Staircases
Question: Which tool is most effective for breaking wooden staircases in Minecraft?
Options: 
A. Pickaxe 
B.","Question: Which tool is most effective for breaking wooden staircases in Minecraft?
Options: 
A. Pickaxe 
B.",B.
"Difficulty: Easy
Key Word: Stick
Question: What materials are used to craft a stick in Minecraft?
Options: 
A. 2 Wooden Planks 
B. 2 Iron Ingots 
C. 2 Cobblestones 
D. 2 Bamboo
Correct Answer: A","Question: What materials are used to craft a stick in Minecraft?
Options: 
A. 2 Wooden Planks 
B. 2 Iron Ingots 
C. 2 Cobblestones 
D. 2 Bamboo",A
"Difficulty: Medium
Key Word: Stick
Question: Which of the following items cannot be crafted using sticks in Minecraft?
Options: 
A. Bow 
B. Ladder 
C. Torch 
D. Saddle
Correct Answer: D","Question: Which of the following items cannot be crafted using sticks in Minecraft?
Options: 
A. Bow 
B. Ladder 
C. Torch 
D. Saddle",D
"Difficulty: Hard
Key Word: Stick
Question: In which of these biomes can you find naturally generated dead bushes that may drop sticks when broken?
Options: 
A. Forest 
B. Desert 
C. Swamp 
D. Taiga
Correct Answer: B","Question: In which of these biomes can you find naturally generated dead bushes that may drop sticks when broken?
Options: 
A. Forest 
B. Desert 
C. Swamp 
D. Taiga",B
"Difficulty: Medium
Key Word: Stick
Question: How many sticks are required to craft a single ladder in Minecraft?
Options: 
A. 3 
B. 4 
C. 5 
D. 7
Correct Answer: D","Question: How many sticks are required to craft a single ladder in Minecraft?
Options: 
A. 3 
B. 4 
C. 5 
D. 7",D
"Difficulty: Easy
Key Word: Stick
Question: Which mob has a chance to drop sticks upon death?
Options: 
A. Skeleton 
B. Zombie 
C. Witch 
D. Creeper
Correct Answer: C","Question: Which mob has a chance to drop sticks upon death?
Options: 
A. Skeleton 
B. Zombie 
C. Witch 
D. Creeper",C
"Difficulty: Medium
Key Word: Sticky Piston
Question: Which item is needed in addition to a piston to craft a sticky piston?
Options: 
A. Slimeball 
B. Honeycomb 
C. Blaze Powder 
D. Ender Pearl
Correct Answer: A","Question: Which item is needed in addition to a piston to craft a sticky piston?
Options: 
A. Slimeball 
B. Honeycomb 
C. Blaze Powder 
D. Ender Pearl",A
"Difficulty: Hard
Key Word: Sticky Piston
Question: How do sticky pistons behave differently than regular pistons in Minecraft?
Options: 
A. They can push and pull blocks 
B. They can only push blocks 
C. They can only pull blocks 
D. They move faster than regular pistons
Correct Answer: A","Question: How do sticky pistons behave differently than regular pistons in Minecraft?
Options: 
A. They can push and pull blocks 
B. They can only push blocks 
C. They can only pull blocks 
D. They move faster than regular pistons",A
"Difficulty: Easy
Key Word: Sticky Piston
Question: What happens when you power a sticky piston with a redstone signal?
Options: 
A. It extends 
B. It explodes 
C. It retracts 
D. It disappears
Correct Answer: A","Question: What happens when you power a sticky piston with a redstone signal?
Options: 
A. It extends 
B. It explodes 
C. It retracts 
D. It disappears",A
"Difficulty: Medium
Key Word: Sticky Piston
Question: Which statement is true about sticky pistons?
Options: 
A. They can move obsidian blocks 
B. They can move honey blocks 
C. They cannot move any blocks 
D. They turn into regular pistons in water
Correct Answer: B","Question: Which statement is true about sticky pistons?
Options: 
A. They can move obsidian blocks 
B. They can move honey blocks 
C. They cannot move any blocks 
D. They turn into regular pistons in water",B
"Difficulty: Hard
Key Word: Sticky Piston
Question: When a sticky piston retracts, how many blocks does it pull along with it?
Options: 
A. 1 
B. 2 
C. 3 
D. 4
Correct Answer: A","Question: When a sticky piston retracts, how many blocks does it pull along with it?
Options: 
A. 1 
B. 2 
C. 3 
D. 4",A
"Difficulty: Easy
Key Word: Stone
Question: What is the primary tool used to mine stone in Minecraft?
Options: 
A. Shovel 
B. Pickaxe 
C. Axe 
D. Sword
Correct Answer: B","Question: What is the primary tool used to mine stone in Minecraft?
Options: 
A. Shovel 
B. Pickaxe 
C. Axe 
D. Sword",B
"Difficulty: Medium
Key Word: Stone
Question: Which of the following blocks cannot be crafted directly from stone?
Options: 
A. Stone Bricks 
B. Stone Slabs 
C. Stone Stairs 
D. Cobblestone
Correct Answer: D","Question: Which of the following blocks cannot be crafted directly from stone?
Options: 
A. Stone Bricks 
B. Stone Slabs 
C. Stone Stairs 
D. Cobblestone",D
"Difficulty: Hard
Key Word: Stone
Question: What is the blast resistance of a stone block?
Options: 
A. 3 
B. 6 
C. 9 
D. 12
Correct Answer: B","Question: What is the blast resistance of a stone block?
Options: 
A. 3 
B. 6 
C. 9 
D. 12",B
"Difficulty: Medium
Key Word: Stone
Question: Which biome is most likely to have exposed stone on the surface?
Options: 
A. Plains 
B. Taiga 
C. Extreme Hills 
D. Desert
Correct Answer: C","Question: Which biome is most likely to have exposed stone on the surface?
Options: 
A. Plains 
B. Taiga 
C. Extreme Hills 
D. Desert",C
"Difficulty: Easy
Key Word: Stone
Question: What do you get when you smelt cobblestone in a furnace?
Options: 
A. Gravel 
B. Stone 
C. Diorite 
D. Flint
Correct Answer: B","Question: What do you get when you smelt cobblestone in a furnace?
Options: 
A. Gravel 
B. Stone 
C. Diorite 
D. Flint",B
"Difficulty: Easy
Key Word: Stone Brick
Question: How many stone bricks are produced from four stone blocks?
Options: 
A. 1 
B. 2 
C. 3 
D. 4
Correct Answer: D","Question: How many stone bricks are produced from four stone blocks?
Options: 
A. 1 
B. 2 
C. 3 
D. 4",D
"Difficulty: Medium
Key Word: Stone Brick
Question: Which item is needed to create chiseled stone bricks?
Options: 
A. Stone 
B. Stone Slabs 
C. Cobblestone 
D. Mossy Stone Bricks
Correct Answer: B","Question: Which item is needed to create chiseled stone bricks?
Options: 
A. Stone 
B. Stone Slabs 
C. Cobblestone 
D. Mossy Stone Bricks",B
"Difficulty: Hard
Key Word: Stone Brick
Question: How are mossy stone bricks crafted?
Options: 
A. Stone bricks and vines 
B. Stone bricks and moss blocks 
C. Stone and moss blocks 
D. Stone and vines
Correct Answer: A","Question: How are mossy stone bricks crafted?
Options: 
A. Stone bricks and vines 
B. Stone bricks and moss blocks 
C. Stone and moss blocks 
D. Stone and vines",A
"Difficulty: Medium
Key Word: Stone Brick
Question: In which Minecraft structure are stone bricks commonly found?
Options: 
A. Villages 
B. Woodland Mans","Question: In which Minecraft structure are stone bricks commonly found?
Options: 
A. Villages 
B. Woodland Mans",B. Woodland Mans
"Difficulty: Easy
Key Word: Stonecutter
Question: What is the primary function of a Stonecutter in Minecraft?
Options: 
A. Smelting ores 
B. Crafting stone-related items 
C. Enchanting items 
D. Brewing potions
Correct Answer: B","Question: What is the primary function of a Stonecutter in Minecraft?
Options: 
A. Smelting ores 
B. Crafting stone-related items 
C. Enchanting items 
D. Brewing potions",B
"Difficulty: Medium
Key Word: Stonecutter
Question: How many stone-related items can you craft with one piece of stone using a Stonecutter?
Options: 
A. 1 
B. 2 
C. 3 
D. 4
Correct Answer: A","Question: How many stone-related items can you craft with one piece of stone using a Stonecutter?
Options: 
A. 1 
B. 2 
C. 3 
D. 4",A
"Difficulty: Hard
Key Word: Stonecutter
Question: In which version of Minecraft was the Stonecutter block reintroduced with new functionality?
Options: 
A. 1.8 
B. 1.10 
C. 1.14 
D. 1.16
Correct Answer: C","Question: In which version of Minecraft was the Stonecutter block reintroduced with new functionality?
Options: 
A. 1.8 
B. 1.10 
C. 1.14 
D. 1.16",C
"Difficulty: Medium
Key Word: Stonecutter
Question: Which of the following is NOT a block that can be crafted using a Stonecutter?
Options: 
A. Stone bricks 
B. Smooth stone slab 
C. Cobblestone 
D. Polished granite
Correct Answer: C","Question: Which of the following is NOT a block that can be crafted using a Stonecutter?
Options: 
A. Stone bricks 
B. Smooth stone slab 
C. Cobblestone 
D. Polished granite",C
"Difficulty: Hard
Key Word: Stonecutter
Question: Which of these mobs is attracted to the Stonecutter in Minecraft?
Options: 
A. Villager 
B. Piglin 
C. Iron Golem 
D. None
Correct Answer: D","Question: Which of these mobs is attracted to the Stonecutter in Minecraft?
Options: 
A. Villager 
B. Piglin 
C. Iron Golem 
D. None",D
"Difficulty: Easy
Key Word: Stray
Question: What is unique about Strays compared to regular skeletons?
Options: 
A. They are smaller 
B. They drop bones 
C. They shoot slowness arrows 
D. They are found in forests
Correct Answer: C","Question: What is unique about Strays compared to regular skeletons?
Options: 
A. They are smaller 
B. They drop bones 
C. They shoot slowness arrows 
D. They are found in forests",C
"Difficulty: Medium
Key Word: Stray
Question: Which biome do Strays primarily spawn in?
Options: 
A. Desert 
B. Snowy tundra 
C. Jungle 
D. Mushroom fields
Correct Answer: B","Question: Which biome do Strays primarily spawn in?
Options: 
A. Desert 
B. Snowy tundra 
C. Jungle 
D. Mushroom fields",B
"Difficulty: Hard
Key Word: Stray
Question: What is the chance of a Stray dropping a Wither skeleton skull when killed by a charged creeper?
Options: 
A. 0% 
B. 5% 
C. 50% 
D. 100%
Correct Answer: A","Question: What is the chance of a Stray dropping a Wither skeleton skull when killed by a charged creeper?
Options: 
A. 0% 
B. 5% 
C. 50% 
D. 100%",A
"Difficulty: Medium
Key Word: Stray
Question: What additional item can Strays drop besides bones and arrows?
Options: 
A. String 
B. Rotten flesh 
C. Emerald 
D. Coal
Correct Answer: D","Question: What additional item can Strays drop besides bones and arrows?
Options: 
A. String 
B. Rotten flesh 
C. Emerald 
D. Coal",D
"Difficulty: Hard
Key Word: Stray
Question: How much more damage does a Stray's slowness arrow do compared to a regular skeleton's arrow?
Options: 
A. 0.5 hearts 
B. 1 heart 
C. 1.5 hearts 
D. No additional damage
Correct Answer: D","Question: How much more damage does a Stray's slowness arrow do compared to a regular skeleton's arrow?
Options: 
A. 0.5 hearts 
B. 1 heart 
C. 1.5 hearts 
D. No additional damage",D
"Difficulty: Easy
Key Word: Stress Handling
Question: What is stress handling primarily related to in Minecraft?
Options: 
A. Redstone mechanics 
B. Villager trades 
C. Block durability 
D. Minecraft Education Edition
Correct Answer: A","Question: What is stress handling primarily related to in Minecraft?
Options: 
A. Redstone mechanics 
B. Villager trades 
C. Block durability 
D. Minecraft Education Edition",A
"Difficulty: Medium
Key Word: Stress Handling
Question: What block is most associated with handling stress in Minecraft's technical gameplay?
Options: 
A. Observer 
B. Piston 
C. Slime block 
D. Honey block
Correct Answer: B","Question: What block is most associated with handling stress in Minecraft's technical gameplay?
Options: 
A. Observer 
B. Piston 
C. Slime block 
D. Honey block",B
"Difficulty: Hard
Key Word: Stress Handling
Question: When a piston extends and pushes a block, what is the maximum number of blocks it can push?
Options: 
A. 8 
B. 12 
C. 16 
D. 20
Correct Answer: B","Question: When a piston extends and pushes a block, what is the maximum number of blocks it can push?
Options: 
A. 8 
B. 12 
C. 16 
D. 20",B
"Difficulty: Medium
Key Word: Stress Handling
Question: Which of these components is crucial for managing stress in redstone contraptions?
Options: 
A. Redstone torch 
B. Repeater 
C. Comparator 
D. Dispenser
Correct Answer: B","Question: Which of these components is crucial for managing stress in redstone contraptions?
Options: 
A. Redstone torch 
B. Repeater 
C. Comparator 
D. Dispenser",B
"Difficulty: Hard
Key Word: Stress Handling
Question: How does the stress limit affect the functionality of a redstone clock circuit?
Options: 
A. It limits the speed 
B. It increases the duration 
C. It decreases the power output 
D. It has no effect
Correct Answer: A","Question: How does the stress limit affect the functionality of a redstone clock circuit?
Options: 
A. It limits the speed 
B. It increases the duration 
C. It decreases the power output 
D. It has no effect",A
"Difficulty: Easy
Key Word: Strider
Question: What is the primary habitat for Striders in Minecraft?
Options: 
A. The End 
B. The Nether 
C. The Overworld 
D. Caves
Correct Answer: B","Question: What is the primary habitat for Striders in Minecraft?
Options: 
A. The End 
B. The Nether 
C. The Overworld 
D. Caves",B
"Difficulty: Medium
Key Word: Strider
Question: What do Striders drop when killed?
Options: 
A. Blaze rods 
B. Nether quartz 
C. String 
D. String and warped fungus
Correct Answer: D","Question: What do Striders drop when killed?
Options: 
A. Blaze rods 
B. Nether quartz 
C. String 
D. String and warped fungus",D
"Difficulty: Hard
Key Word: Strider
Question: How can players control a Strider when riding it?
Options: 
A. Using a carrot on a stick 
B. Using","Question: How can players control a Strider when riding it?
Options: 
A. Using a carrot on a stick 
B. Using",B. Using
"Difficulty: Easy
Key Word: Stronghold
Question: What is the primary purpose of a Stronghold in Minecraft?
Options: 
A. To find rare ores 
B. To locate the End Portal 
C. To gather food supplies 
D. To find the Nether Portal
Correct Answer: B","Question: What is the primary purpose of a Stronghold in Minecraft?
Options: 
A. To find rare ores 
B. To locate the End Portal 
C. To gather food supplies 
D. To find the Nether Portal",B
"Difficulty: Medium
Key Word: Stronghold
Question: How many End Portal frames are typically found in a complete End Portal within a Stronghold?
Options: 
A. 8 
B. 10 
C. 12 
D. 14
Correct Answer: C","Question: How many End Portal frames are typically found in a complete End Portal within a Stronghold?
Options: 
A. 8 
B. 10 
C. 12 
D. 14",C
"Difficulty: Hard
Key Word: Stronghold
Question: What is the maximum number of libraries that can generate within a single Stronghold?
Options: 
A. 1 
B. 2 
C. 3 
D. 4
Correct Answer: D","Question: What is the maximum number of libraries that can generate within a single Stronghold?
Options: 
A. 1 
B. 2 
C. 3 
D. 4",D
"Difficulty: Medium
Key Word: Stronghold
Question: Which item is typically used to locate a Stronghold?
Options: 
A. Compass 
B. Map 
C. Eye of Ender 
D. Ender Pearl
Correct Answer: C","Question: Which item is typically used to locate a Stronghold?
Options: 
A. Compass 
B. Map 
C. Eye of Ender 
D. Ender Pearl",C
"Difficulty: Hard
Key Word: Stronghold
Question: How many Strongholds are generated per world in Minecraft Java Edition?
Options: 
A. 128 
B. 64 
C. 32 
D. 16
Correct Answer: A","Question: How many Strongholds are generated per world in Minecraft Java Edition?
Options: 
A. 128 
B. 64 
C. 32 
D. 16",A
